candidate,office,district,party,county,precinct,mail,election_day,votes
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1201,0,0,0
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1201,0,0,0
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1201,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1201,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1201,0,0,0
Danny Thomas,Lieutenant Governor,,NON,Kings,1201,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1201,0,0,0
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1201,0,0,0
David R Hernandez,Lieutenant Governor,,REP,Kings,1201,0,0,0
Lydia Ortega,Lieutenant Governor,,REP,Kings,1201,0,1,1
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1201,0,0,0
Alex Padilla,Secretary of State,,DEM,Kings,1201,0,0,0
Gail K Lightfoot,Secretary of State,,LIB,Kings,1201,0,0,0
C T Weber,Secretary of State,,PF,Kings,1201,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1201,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1201,0,1,1
Michael Feinstein,Secretary of State,,GRN,Kings,1201,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,1201,0,0,0
Mark P Meuser,Secretary of State,,REP,Kings,1201,0,0,0
Konstantinos Roditis,Controller,,REP,Kings,1201,0,1,1
Mary Lou Finley,Controller,,PF,Kings,1201,0,0,0
Betty T Yee,Controller,,DEM,Kings,1201,0,0,0
Vivek Viswanathan,Treasurer,,DEM,Kings,1201,0,0,0
Jack M Guerrero,Treasurer,,REP,Kings,1201,0,0,0
Kevin Akin,Treasurer,,PF,Kings,1201,0,0,0
Greg Conlon,Treasurer,,REP,Kings,1201,0,1,1
Fiona Ma,Treasurer,,DEM,Kings,1201,0,0,0
Dave Jones,Attorney General,,DEM,Kings,1201,0,0,0
Steven C Bailey,Attorney General,,REP,Kings,1201,0,0,0
Xavier Becerra,Attorney General,,DEM,Kings,1201,0,0,0
Eric Early,Attorney General,,REP,Kings,1201,0,1,1
Steve Poizner,Insurance Commissioner,,NON,Kings,1201,0,0,0
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1201,0,0,0
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1201,0,0,0
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1201,0,0,0
Gerald Plummer,U.S. Senate,,DEM,Kings,1201,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1201,0,0,0
John Thompson Parker,U.S. Senate,,PF,Kings,1201,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1201,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1201,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,1201,0,0,0
Arun K Bhumitra,U.S. Senate,,REP,Kings,1201,0,0,0
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1201,0,0,0
Patrick Little,U.S. Senate,,REP,Kings,1201,0,0,0
Tim Gildersleeve,U.S. Senate,,NON,Kings,1201,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1201,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1201,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1201,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1201,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1201,0,0,0
Erin Cruz,U.S. Senate,,REP,Kings,1201,0,0,0
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1201,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1201,0,1,1
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1201,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1201,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1201,0,0,0
Donnie O Turner,U.S. Senate,,DEM,Kings,1201,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1201,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1201,0,0,0
Jason M Hanania,U.S. Senate,,NON,Kings,1201,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1201,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1201,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1201,0,0,0
Kevin De Leon,U.S. Senate,,DEM,Kings,1201,0,0,0
Kevin Mottus,U.S. Senate,,REP,Kings,1201,0,0,0
David Moore,U.S. Senate,,NON,Kings,1201,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,1201,0,0,0
Andy Vidak,State Senate,14,REP,Kings,1201,0,1,1
Ruben Macareno,State Senate,14,DEM,Kings,1201,0,0,0
Abigail Solis,State Senate,14,DEM,Kings,1201,0,0,0
Melissa Hurtado,State Senate,14,DEM,Kings,1201,0,0,0
Justin Mendes,State Assembly,32,REP,Kings,1201,0,1,1
Rudy Salas,State Assembly,32,DEM,Kings,1201,0,0,0
,Registered Voters,,,Kings,1202,,,1266
,Ballots Cast,,,Kings,1202,0,111,111
Josh Jones,Governor,,GRN,Kings,1202,0,0,0
J Bribiesca,Governor,,DEM,Kings,1202,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1202,0,1,1
Peter Y Liu,Governor,,REP,Kings,1202,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1202,0,39,39
Yvonne Girard,Governor,,REP,Kings,1202,0,0,0
Robert Davidson Griffis,Governor,,DEM,Kings,1202,0,0,0
Shubham Goel,Governor,,NON,Kings,1202,0,0,0
Travis Allen,Governor,,REP,Kings,1202,0,14,14
Akinyemi Agbede,Governor,,DEM,Kings,1202,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1202,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1202,0,0,0
Desmond Silveira,Governor,,NON,Kings,1202,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1202,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1202,0,1,1
Christopher N Carlson,Governor,,GRN,Kings,1202,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1202,0,1,1
John Chiang,Governor,,DEM,Kings,1202,0,18,18
John H Cox,Governor,,REP,Kings,1202,0,16,16
Amanda Renteria,Governor,,DEM,Kings,1202,0,0,0
Delaine Eastin,Governor,,DEM,Kings,1202,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1202,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1202,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1202,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1202,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1202,0,12,12
"Robert C. Newman, II",Governor,,REP,Kings,1202,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1202,0,8,8
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1202,0,15,15
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1202,0,3,3
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1202,0,2,2
David Fennell,Lieutenant Governor,,REP,Kings,1202,0,10,10
Danny Thomas,Lieutenant Governor,,NON,Kings,1202,0,1,1
Cole Harris,Lieutenant Governor,,REP,Kings,1202,0,6,6
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1202,0,37,37
David R Hernandez,Lieutenant Governor,,REP,Kings,1202,0,9,9
Lydia Ortega,Lieutenant Governor,,REP,Kings,1202,0,6,6
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1202,0,1,1
Alex Padilla,Secretary of State,,DEM,Kings,1202,0,65,65
Gail K Lightfoot,Secretary of State,,LIB,Kings,1202,0,1,1
C T Weber,Secretary of State,,PF,Kings,1202,0,1,1
Erik Rydberg,Secretary of State,,GRN,Kings,1202,0,1,1
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1202,0,9,9
Michael Feinstein,Secretary of State,,GRN,Kings,1202,0,4,4
Ruben Major,Secretary of State,,DEM,Kings,1202,0,2,2
Mark P Meuser,Secretary of State,,REP,Kings,1202,0,20,20
Konstantinos Roditis,Controller,,REP,Kings,1202,0,25,25
Mary Lou Finley,Controller,,PF,Kings,1202,0,5,5
Betty T Yee,Controller,,DEM,Kings,1202,0,74,74
Vivek Viswanathan,Treasurer,,DEM,Kings,1202,0,14,14
Jack M Guerrero,Treasurer,,REP,Kings,1202,0,14,14
Kevin Akin,Treasurer,,PF,Kings,1202,0,4,4
Greg Conlon,Treasurer,,REP,Kings,1202,0,16,16
Fiona Ma,Treasurer,,DEM,Kings,1202,0,53,53
Dave Jones,Attorney General,,DEM,Kings,1202,0,27,27
Steven C Bailey,Attorney General,,REP,Kings,1202,0,18,18
Xavier Becerra,Attorney General,,DEM,Kings,1202,0,47,47
Eric Early,Attorney General,,REP,Kings,1202,0,12,12
Steve Poizner,Insurance Commissioner,,NON,Kings,1202,0,19,19
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1202,0,56,56
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1202,0,6,6
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1202,0,18,18
Gerald Plummer,U.S. Senate,,DEM,Kings,1202,0,3,3
Tom Palzer,U.S. Senate,,REP,Kings,1202,0,4,4
John Thompson Parker,U.S. Senate,,PF,Kings,1202,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1202,0,2,2
Herbert G Peters,U.S. Senate,,DEM,Kings,1202,0,2,2
James P Bradley,U.S. Senate,,REP,Kings,1202,0,5,5
Arun K Bhumitra,U.S. Senate,,REP,Kings,1202,0,4,4
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1202,0,2,2
Patrick Little,U.S. Senate,,REP,Kings,1202,0,1,1
Tim Gildersleeve,U.S. Senate,,NON,Kings,1202,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1202,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1202,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1202,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1202,0,1,1
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1202,0,3,3
Erin Cruz,U.S. Senate,,REP,Kings,1202,0,4,4
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1202,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1202,0,44,44
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1202,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1202,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1202,0,3,3
Donnie O Turner,U.S. Senate,,DEM,Kings,1202,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1202,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1202,0,1,1
Jason M Hanania,U.S. Senate,,NON,Kings,1202,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1202,0,3,3
Lee Olson,U.S. Senate,,NON,Kings,1202,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1202,0,1,1
Kevin De Leon,U.S. Senate,,DEM,Kings,1202,0,8,8
Kevin Mottus,U.S. Senate,,REP,Kings,1202,0,3,3
David Moore,U.S. Senate,,NON,Kings,1202,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,1202,0,1,1
Andy Vidak,State Senate,14,REP,Kings,1202,0,42,42
Ruben Macareno,State Senate,14,DEM,Kings,1202,0,18,18
Abigail Solis,State Senate,14,DEM,Kings,1202,0,10,10
Melissa Hurtado,State Senate,14,DEM,Kings,1202,0,38,38
Justin Mendes,State Assembly,32,REP,Kings,1202,0,37,37
Rudy Salas,State Assembly,32,DEM,Kings,1202,0,73,73
,Registered Voters,,,Kings,1203,,,550
,Ballots Cast,,,Kings,1203,0,135,135
Josh Jones,Governor,,GRN,Kings,1203,0,0,0
J Bribiesca,Governor,,DEM,Kings,1203,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1203,0,0,0
Peter Y Liu,Governor,,REP,Kings,1203,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1203,0,17,17
Yvonne Girard,Governor,,REP,Kings,1203,0,1,1
Robert Davidson Griffis,Governor,,DEM,Kings,1203,0,0,0
Shubham Goel,Governor,,NON,Kings,1203,0,0,0
Travis Allen,Governor,,REP,Kings,1203,0,53,53
Akinyemi Agbede,Governor,,DEM,Kings,1203,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1203,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1203,0,0,0
Desmond Silveira,Governor,,NON,Kings,1203,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1203,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1203,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1203,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1203,0,0,0
John Chiang,Governor,,DEM,Kings,1203,0,1,1
John H Cox,Governor,,REP,Kings,1203,0,52,52
Amanda Renteria,Governor,,DEM,Kings,1203,0,0,0
Delaine Eastin,Governor,,DEM,Kings,1203,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1203,0,1,1
Klement Tinaj,Governor,,DEM,Kings,1203,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1203,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1203,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1203,0,4,4
"Robert C. Newman, II",Governor,,REP,Kings,1203,0,2,2
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1203,0,2,2
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1203,0,1,1
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1203,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1203,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1203,0,23,23
Danny Thomas,Lieutenant Governor,,NON,Kings,1203,0,2,2
Cole Harris,Lieutenant Governor,,REP,Kings,1203,0,51,51
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1203,0,21,21
David R Hernandez,Lieutenant Governor,,REP,Kings,1203,0,9,9
Lydia Ortega,Lieutenant Governor,,REP,Kings,1203,0,17,17
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1203,0,0,0
Alex Padilla,Secretary of State,,DEM,Kings,1203,0,18,18
Gail K Lightfoot,Secretary of State,,LIB,Kings,1203,0,0,0
C T Weber,Secretary of State,,PF,Kings,1203,0,1,1
Erik Rydberg,Secretary of State,,GRN,Kings,1203,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1203,0,18,18
Michael Feinstein,Secretary of State,,GRN,Kings,1203,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,1203,0,1,1
Mark P Meuser,Secretary of State,,REP,Kings,1203,0,93,93
Konstantinos Roditis,Controller,,REP,Kings,1203,0,103,103
Mary Lou Finley,Controller,,PF,Kings,1203,0,2,2
Betty T Yee,Controller,,DEM,Kings,1203,0,25,25
Vivek Viswanathan,Treasurer,,DEM,Kings,1203,0,3,3
Jack M Guerrero,Treasurer,,REP,Kings,1203,0,50,50
Kevin Akin,Treasurer,,PF,Kings,1203,0,1,1
Greg Conlon,Treasurer,,REP,Kings,1203,0,58,58
Fiona Ma,Treasurer,,DEM,Kings,1203,0,16,16
Dave Jones,Attorney General,,DEM,Kings,1203,0,8,8
Steven C Bailey,Attorney General,,REP,Kings,1203,0,63,63
Xavier Becerra,Attorney General,,DEM,Kings,1203,0,13,13
Eric Early,Attorney General,,REP,Kings,1203,0,47,47
Steve Poizner,Insurance Commissioner,,NON,Kings,1203,0,97,97
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1203,0,16,16
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1203,0,3,3
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1203,0,7,7
Gerald Plummer,U.S. Senate,,DEM,Kings,1203,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1203,0,14,14
John Thompson Parker,U.S. Senate,,PF,Kings,1203,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1203,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1203,0,1,1
James P Bradley,U.S. Senate,,REP,Kings,1203,0,15,15
Arun K Bhumitra,U.S. Senate,,REP,Kings,1203,0,20,20
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1203,0,1,1
Patrick Little,U.S. Senate,,REP,Kings,1203,0,2,2
Tim Gildersleeve,U.S. Senate,,NON,Kings,1203,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1203,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1203,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1203,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1203,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1203,0,3,3
Erin Cruz,U.S. Senate,,REP,Kings,1203,0,13,13
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1203,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1203,0,18,18
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1203,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1203,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1203,0,17,17
Donnie O Turner,U.S. Senate,,DEM,Kings,1203,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1203,0,2,2
Alison Hartson,U.S. Senate,,DEM,Kings,1203,0,0,0
Jason M Hanania,U.S. Senate,,NON,Kings,1203,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1203,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1203,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1203,0,5,5
Kevin De Leon,U.S. Senate,,DEM,Kings,1203,0,6,6
Kevin Mottus,U.S. Senate,,REP,Kings,1203,0,4,4
David Moore,U.S. Senate,,NON,Kings,1203,0,1,1
Mario Nabliba,U.S. Senate,,REP,Kings,1203,0,2,2
Andy Vidak,State Senate,14,REP,Kings,1203,0,115,115
Ruben Macareno,State Senate,14,DEM,Kings,1203,0,6,6
Abigail Solis,State Senate,14,DEM,Kings,1203,0,3,3
Melissa Hurtado,State Senate,14,DEM,Kings,1203,0,8,8
Justin Mendes,State Assembly,32,REP,Kings,1203,0,110,110
Rudy Salas,State Assembly,32,DEM,Kings,1203,0,23,23
,Registered Voters,,,Kings,1204,,,432
,Ballots Cast,,,Kings,1204,0,65,65
Josh Jones,Governor,,GRN,Kings,1204,0,0,0
J Bribiesca,Governor,,DEM,Kings,1204,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1204,0,0,0
Peter Y Liu,Governor,,REP,Kings,1204,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1204,0,21,21
Yvonne Girard,Governor,,REP,Kings,1204,0,0,0
Robert Davidson Griffis,Governor,,DEM,Kings,1204,0,0,0
Shubham Goel,Governor,,NON,Kings,1204,0,0,0
Travis Allen,Governor,,REP,Kings,1204,0,10,10
Akinyemi Agbede,Governor,,DEM,Kings,1204,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1204,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1204,0,0,0
Desmond Silveira,Governor,,NON,Kings,1204,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1204,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1204,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1204,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1204,0,0,0
John Chiang,Governor,,DEM,Kings,1204,0,8,8
John H Cox,Governor,,REP,Kings,1204,0,11,11
Amanda Renteria,Governor,,DEM,Kings,1204,0,4,4
Delaine Eastin,Governor,,DEM,Kings,1204,0,2,2
Jeffrey Edward Taylor,Governor,,NON,Kings,1204,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1204,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1204,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1204,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1204,0,8,8
"Robert C. Newman, II",Governor,,REP,Kings,1204,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1204,0,6,6
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1204,0,4,4
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1204,0,1,1
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1204,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1204,0,7,7
Danny Thomas,Lieutenant Governor,,NON,Kings,1204,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1204,0,11,11
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1204,0,23,23
David R Hernandez,Lieutenant Governor,,REP,Kings,1204,0,2,2
Lydia Ortega,Lieutenant Governor,,REP,Kings,1204,0,7,7
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1204,0,2,2
Alex Padilla,Secretary of State,,DEM,Kings,1204,0,32,32
Gail K Lightfoot,Secretary of State,,LIB,Kings,1204,0,0,0
C T Weber,Secretary of State,,PF,Kings,1204,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1204,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1204,0,2,2
Michael Feinstein,Secretary of State,,GRN,Kings,1204,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,1204,0,8,8
Mark P Meuser,Secretary of State,,REP,Kings,1204,0,22,22
Konstantinos Roditis,Controller,,REP,Kings,1204,0,20,20
Mary Lou Finley,Controller,,PF,Kings,1204,0,1,1
Betty T Yee,Controller,,DEM,Kings,1204,0,41,41
Vivek Viswanathan,Treasurer,,DEM,Kings,1204,0,5,5
Jack M Guerrero,Treasurer,,REP,Kings,1204,0,10,10
Kevin Akin,Treasurer,,PF,Kings,1204,0,1,1
Greg Conlon,Treasurer,,REP,Kings,1204,0,15,15
Fiona Ma,Treasurer,,DEM,Kings,1204,0,31,31
Dave Jones,Attorney General,,DEM,Kings,1204,0,4,4
Steven C Bailey,Attorney General,,REP,Kings,1204,0,9,9
Xavier Becerra,Attorney General,,DEM,Kings,1204,0,37,37
Eric Early,Attorney General,,REP,Kings,1204,0,14,14
Steve Poizner,Insurance Commissioner,,NON,Kings,1204,0,18,18
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1204,0,29,29
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1204,0,4,4
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1204,0,8,8
Gerald Plummer,U.S. Senate,,DEM,Kings,1204,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1204,0,2,2
John Thompson Parker,U.S. Senate,,PF,Kings,1204,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1204,0,2,2
Herbert G Peters,U.S. Senate,,DEM,Kings,1204,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,1204,0,6,6
Arun K Bhumitra,U.S. Senate,,REP,Kings,1204,0,1,1
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1204,0,1,1
Patrick Little,U.S. Senate,,REP,Kings,1204,0,1,1
Tim Gildersleeve,U.S. Senate,,NON,Kings,1204,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1204,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1204,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1204,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1204,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1204,0,1,1
Erin Cruz,U.S. Senate,,REP,Kings,1204,0,4,4
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1204,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1204,0,22,22
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1204,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1204,0,1,1
Paul A Taylor,U.S. Senate,,REP,Kings,1204,0,2,2
Donnie O Turner,U.S. Senate,,DEM,Kings,1204,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1204,0,3,3
Alison Hartson,U.S. Senate,,DEM,Kings,1204,0,1,1
Jason M Hanania,U.S. Senate,,NON,Kings,1204,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1204,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1204,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1204,0,0,0
Kevin De Leon,U.S. Senate,,DEM,Kings,1204,0,13,13
Kevin Mottus,U.S. Senate,,REP,Kings,1204,0,1,1
David Moore,U.S. Senate,,NON,Kings,1204,0,1,1
Mario Nabliba,U.S. Senate,,REP,Kings,1204,0,1,1
Andy Vidak,State Senate,14,REP,Kings,1204,0,27,27
Ruben Macareno,State Senate,14,DEM,Kings,1204,0,9,9
Abigail Solis,State Senate,14,DEM,Kings,1204,0,9,9
Melissa Hurtado,State Senate,14,DEM,Kings,1204,0,20,20
Justin Mendes,State Assembly,32,REP,Kings,1204,0,26,26
Rudy Salas,State Assembly,32,DEM,Kings,1204,0,37,37
,Registered Voters,,,Kings,1205,,,498
,Ballots Cast,,,Kings,1205,0,40,40
Josh Jones,Governor,,GRN,Kings,1205,0,0,0
J Bribiesca,Governor,,DEM,Kings,1205,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1205,0,0,0
Peter Y Liu,Governor,,REP,Kings,1205,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1205,0,20,20
Yvonne Girard,Governor,,REP,Kings,1205,0,0,0
Robert Davidson Griffis,Governor,,DEM,Kings,1205,0,0,0
Shubham Goel,Governor,,NON,Kings,1205,0,0,0
Travis Allen,Governor,,REP,Kings,1205,0,6,6
Akinyemi Agbede,Governor,,DEM,Kings,1205,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1205,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1205,0,0,0
Desmond Silveira,Governor,,NON,Kings,1205,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1205,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1205,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1205,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1205,0,0,0
John Chiang,Governor,,DEM,Kings,1205,0,6,6
John H Cox,Governor,,REP,Kings,1205,0,5,5
Amanda Renteria,Governor,,DEM,Kings,1205,0,1,1
Delaine Eastin,Governor,,DEM,Kings,1205,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1205,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1205,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1205,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1205,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1205,0,0,0
"Robert C. Newman, II",Governor,,REP,Kings,1205,0,1,1
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1205,0,2,2
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1205,0,4,4
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1205,0,1,1
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1205,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1205,0,3,3
Danny Thomas,Lieutenant Governor,,NON,Kings,1205,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1205,0,7,7
