"","county","precinct","office","district","party","candidate","votes"
"17131","San Bernardino","ADE0391","Insurance Commissioner",NA,"Dem","Ricardo Lara",95
"17132","San Bernardino","ADE0392","Insurance Commissioner",NA,"Dem","Ricardo Lara",600
"17133","San Bernardino","ADE0393","Insurance Commissioner",NA,"Dem","Ricardo Lara",448
"17134","San Bernardino","ADE1927","Insurance Commissioner",NA,"Dem","Ricardo Lara",127
"17135","San Bernardino","ADE1928","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17136","San Bernardino","APP0296","Insurance Commissioner",NA,"Dem","Ricardo Lara",2
"17137","San Bernardino","APP0298","Insurance Commissioner",NA,"Dem","Ricardo Lara",73
"17138","San Bernardino","APP0299","Insurance Commissioner",NA,"Dem","Ricardo Lara",93
"17139","San Bernardino","APP0300","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17140","San Bernardino","APP0301","Insurance Commissioner",NA,"Dem","Ricardo Lara",312
"17141","San Bernardino","APP0302","Insurance Commissioner",NA,"Dem","Ricardo Lara",225
"17142","San Bernardino","APP0303","Insurance Commissioner",NA,"Dem","Ricardo Lara",318
"17143","San Bernardino","APP0304","Insurance Commissioner",NA,"Dem","Ricardo Lara",154
"17144","San Bernardino","APP0305","Insurance Commissioner",NA,"Dem","Ricardo Lara",263
"17145","San Bernardino","APP0306","Insurance Commissioner",NA,"Dem","Ricardo Lara",307
"17146","San Bernardino","APP0307","Insurance Commissioner",NA,"Dem","Ricardo Lara",180
"17147","San Bernardino","APP0308","Insurance Commissioner",NA,"Dem","Ricardo Lara",252
"17148","San Bernardino","APP0309","Insurance Commissioner",NA,"Dem","Ricardo Lara",190
"17149","San Bernardino","APP0310","Insurance Commissioner",NA,"Dem","Ricardo Lara",186
"17150","San Bernardino","APP0311","Insurance Commissioner",NA,"Dem","Ricardo Lara",240
"17151","San Bernardino","APP0312","Insurance Commissioner",NA,"Dem","Ricardo Lara",264
"17152","San Bernardino","APP0313","Insurance Commissioner",NA,"Dem","Ricardo Lara",184
"17153","San Bernardino","APP0314","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17154","San Bernardino","APP0315","Insurance Commissioner",NA,"Dem","Ricardo Lara",232
"17155","San Bernardino","APP0316","Insurance Commissioner",NA,"Dem","Ricardo Lara",333
"17156","San Bernardino","APP0317","Insurance Commissioner",NA,"Dem","Ricardo Lara",265
"17157","San Bernardino","APP0318","Insurance Commissioner",NA,"Dem","Ricardo Lara",232
"17158","San Bernardino","APP0319","Insurance Commissioner",NA,"Dem","Ricardo Lara",200
"17159","San Bernardino","APP0320","Insurance Commissioner",NA,"Dem","Ricardo Lara",756
"17160","San Bernardino","APP0321","Insurance Commissioner",NA,"Dem","Ricardo Lara",63
"17161","San Bernardino","APP0322","Insurance Commissioner",NA,"Dem","Ricardo Lara",176
"17162","San Bernardino","APP0323","Insurance Commissioner",NA,"Dem","Ricardo Lara",192
"17163","San Bernardino","APP1609","Insurance Commissioner",NA,"Dem","Ricardo Lara",209
"17164","San Bernardino","APP1986","Insurance Commissioner",NA,"Dem","Ricardo Lara",47
"17165","San Bernardino","APP1987","Insurance Commissioner",NA,"Dem","Ricardo Lara",73
"17166","San Bernardino","APP1989","Insurance Commissioner",NA,"Dem","Ricardo Lara",265
"17167","San Bernardino","APP1990","Insurance Commissioner",NA,"Dem","Ricardo Lara",87
"17168","San Bernardino","APP1991","Insurance Commissioner",NA,"Dem","Ricardo Lara",57
"17169","San Bernardino","APP1992","Insurance Commissioner",NA,"Dem","Ricardo Lara",35
"17170","San Bernardino","APP1993","Insurance Commissioner",NA,"Dem","Ricardo Lara",57
"17171","San Bernardino","APP1994","Insurance Commissioner",NA,"Dem","Ricardo Lara",57
"17172","San Bernardino","APP1995","Insurance Commissioner",NA,"Dem","Ricardo Lara",153
"17173","San Bernardino","APP1996","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17174","San Bernardino","APP2170","Insurance Commissioner",NA,"Dem","Ricardo Lara",27
"17175","San Bernardino","BA10136","Insurance Commissioner",NA,"Dem","Ricardo Lara",49
"17176","San Bernardino","BA11858","Insurance Commissioner",NA,"Dem","Ricardo Lara",79
"17177","San Bernardino","BA11859","Insurance Commissioner",NA,"Dem","Ricardo Lara",219
"17178","San Bernardino","BA11860","Insurance Commissioner",NA,"Dem","Ricardo Lara",78
"17179","San Bernardino","BA11861","Insurance Commissioner",NA,"Dem","Ricardo Lara",11
"17180","San Bernardino","BA11863","Insurance Commissioner",NA,"Dem","Ricardo Lara",26
"17181","San Bernardino","BA12077","Insurance Commissioner",NA,"Dem","Ricardo Lara",34
"17182","San Bernardino","BA12078","Insurance Commissioner",NA,"Dem","Ricardo Lara",22
"17183","San Bernardino","BA12080","Insurance Commissioner",NA,"Dem","Ricardo Lara",3
"17184","San Bernardino","BA20137","Insurance Commissioner",NA,"Dem","Ricardo Lara",143
"17185","San Bernardino","BA20138","Insurance Commissioner",NA,"Dem","Ricardo Lara",2
"17186","San Bernardino","BA20139","Insurance Commissioner",NA,"Dem","Ricardo Lara",100
"17187","San Bernardino","BA21865","Insurance Commissioner",NA,"Dem","Ricardo Lara",29
"17188","San Bernardino","BA22081","Insurance Commissioner",NA,"Dem","Ricardo Lara",67
"17189","San Bernardino","BA22084","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17190","San Bernardino","BA22085","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17191","San Bernardino","BA22173","Insurance Commissioner",NA,"Dem","Ricardo Lara",32
"17192","San Bernardino","BA22174","Insurance Commissioner",NA,"Dem","Ricardo Lara",139
"17193","San Bernardino","BA22175","Insurance Commissioner",NA,"Dem","Ricardo Lara",6
"17194","San Bernardino","BA30140","Insurance Commissioner",NA,"Dem","Ricardo Lara",284
"17195","San Bernardino","BA31857","Insurance Commissioner",NA,"Dem","Ricardo Lara",81
"17196","San Bernardino","BA31869","Insurance Commissioner",NA,"Dem","Ricardo Lara",12
"17197","San Bernardino","BA32082","Insurance Commissioner",NA,"Dem","Ricardo Lara",52
"17198","San Bernardino","BA32083","Insurance Commissioner",NA,"Dem","Ricardo Lara",43
"17199","San Bernardino","BA40132","Insurance Commissioner",NA,"Dem","Ricardo Lara",66
"17200","San Bernardino","BA40133","Insurance Commissioner",NA,"Dem","Ricardo Lara",3
"17201","San Bernardino","BA40134","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17202","San Bernardino","BA40135","Insurance Commissioner",NA,"Dem","Ricardo Lara",178
"17203","San Bernardino","BA40143","Insurance Commissioner",NA,"Dem","Ricardo Lara",2
"17204","San Bernardino","BA41862","Insurance Commissioner",NA,"Dem","Ricardo Lara",39
"17205","San Bernardino","BA41864","Insurance Commissioner",NA,"Dem","Ricardo Lara",55
"17206","San Bernardino","BA41866","Insurance Commissioner",NA,"Dem","Ricardo Lara",25
"17207","San Bernardino","BA41867","Insurance Commissioner",NA,"Dem","Ricardo Lara",16
"17208","San Bernardino","BA42074","Insurance Commissioner",NA,"Dem","Ricardo Lara",15
"17209","San Bernardino","BA42076","Insurance Commissioner",NA,"Dem","Ricardo Lara",5
"17210","San Bernardino","BA42091","Insurance Commissioner",NA,"Dem","Ricardo Lara",9
"17211","San Bernardino","BA42092","Insurance Commissioner",NA,"Dem","Ricardo Lara",33
"17212","San Bernardino","BB10574","Insurance Commissioner",NA,"Dem","Ricardo Lara",92
"17213","San Bernardino","BB11877","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17214","San Bernardino","BB11878","Insurance Commissioner",NA,"Dem","Ricardo Lara",20
"17215","San Bernardino","BB21873","Insurance Commissioner",NA,"Dem","Ricardo Lara",43
"17216","San Bernardino","BB21874","Insurance Commissioner",NA,"Dem","Ricardo Lara",32
"17217","San Bernardino","BB31872","Insurance Commissioner",NA,"Dem","Ricardo Lara",49
"17218","San Bernardino","BB31875","Insurance Commissioner",NA,"Dem","Ricardo Lara",34
"17219","San Bernardino","BB40572","Insurance Commissioner",NA,"Dem","Ricardo Lara",58
"17220","San Bernardino","BB40573","Insurance Commissioner",NA,"Dem","Ricardo Lara",52
"17221","San Bernardino","BB41876","Insurance Commissioner",NA,"Dem","Ricardo Lara",6
"17222","San Bernardino","BB50575","Insurance Commissioner",NA,"Dem","Ricardo Lara",99
"17223","San Bernardino","CH11535","Insurance Commissioner",NA,"Dem","Ricardo Lara",447
"17224","San Bernardino","CH11536","Insurance Commissioner",NA,"Dem","Ricardo Lara",234
"17225","San Bernardino","CH11538","Insurance Commissioner",NA,"Dem","Ricardo Lara",315
"17226","San Bernardino","CH11558","Insurance Commissioner",NA,"Dem","Ricardo Lara",460
"17227","San Bernardino","CH11559","Insurance Commissioner",NA,"Dem","Ricardo Lara",291
"17228","San Bernardino","CH11560","Insurance Commissioner",NA,"Dem","Ricardo Lara",292
"17229","San Bernardino","CH21537","Insurance Commissioner",NA,"Dem","Ricardo Lara",570
"17230","San Bernardino","CH21555","Insurance Commissioner",NA,"Dem","Ricardo Lara",586
"17231","San Bernardino","CH21556","Insurance Commissioner",NA,"Dem","Ricardo Lara",306
"17232","San Bernardino","CH21557","Insurance Commissioner",NA,"Dem","Ricardo Lara",423
"17233","San Bernardino","CH21844","Insurance Commissioner",NA,"Dem","Ricardo Lara",311
"17234","San Bernardino","CH21845","Insurance Commissioner",NA,"Dem","Ricardo Lara",3
"17235","San Bernardino","CH31539","Insurance Commissioner",NA,"Dem","Ricardo Lara",318
"17236","San Bernardino","CH31540","Insurance Commissioner",NA,"Dem","Ricardo Lara",564
"17237","San Bernardino","CH31552","Insurance Commissioner",NA,"Dem","Ricardo Lara",272
"17238","San Bernardino","CH31553","Insurance Commissioner",NA,"Dem","Ricardo Lara",392
"17239","San Bernardino","CH31554","Insurance Commissioner",NA,"Dem","Ricardo Lara",548
"17240","San Bernardino","CH41542","Insurance Commissioner",NA,"Dem","Ricardo Lara",743
"17241","San Bernardino","CH41543","Insurance Commissioner",NA,"Dem","Ricardo Lara",674
"17242","San Bernardino","CH41545","Insurance Commissioner",NA,"Dem","Ricardo Lara",457
"17243","San Bernardino","CH41551","Insurance Commissioner",NA,"Dem","Ricardo Lara",264
"17244","San Bernardino","CH51541","Insurance Commissioner",NA,"Dem","Ricardo Lara",148
"17245","San Bernardino","CH51544","Insurance Commissioner",NA,"Dem","Ricardo Lara",358
"17246","San Bernardino","CH51548","Insurance Commissioner",NA,"Dem","Ricardo Lara",428
"17247","San Bernardino","CH51549","Insurance Commissioner",NA,"Dem","Ricardo Lara",501
"17248","San Bernardino","CH51550","Insurance Commissioner",NA,"Dem","Ricardo Lara",591
"17249","San Bernardino","CH51847","Insurance Commissioner",NA,"Dem","Ricardo Lara",160
"17250","San Bernardino","CN11465","Insurance Commissioner",NA,"Dem","Ricardo Lara",11
"17251","San Bernardino","CN11466","Insurance Commissioner",NA,"Dem","Ricardo Lara",104
"17252","San Bernardino","CN11467","Insurance Commissioner",NA,"Dem","Ricardo Lara",134
"17253","San Bernardino","CN11468","Insurance Commissioner",NA,"Dem","Ricardo Lara",134
"17254","San Bernardino","CN11469","Insurance Commissioner",NA,"Dem","Ricardo Lara",45
"17255","San Bernardino","CN11470","Insurance Commissioner",NA,"Dem","Ricardo Lara",85
"17256","San Bernardino","CN11471","Insurance Commissioner",NA,"Dem","Ricardo Lara",405
"17257","San Bernardino","CN11484","Insurance Commissioner",NA,"Dem","Ricardo Lara",3
"17258","San Bernardino","CN11485","Insurance Commissioner",NA,"Dem","Ricardo Lara",208
"17259","San Bernardino","CN11486","Insurance Commissioner",NA,"Dem","Ricardo Lara",5
"17260","San Bernardino","CN11487","Insurance Commissioner",NA,"Dem","Ricardo Lara",628
"17261","San Bernardino","CN11490","Insurance Commissioner",NA,"Dem","Ricardo Lara",363
"17262","San Bernardino","CN11774","Insurance Commissioner",NA,"Dem","Ricardo Lara",245
"17263","San Bernardino","CN11789","Insurance Commissioner",NA,"Dem","Ricardo Lara",76
"17264","San Bernardino","CN21488","Insurance Commissioner",NA,"Dem","Ricardo Lara",205
"17265","San Bernardino","CN21489","Insurance Commissioner",NA,"Dem","Ricardo Lara",157
"17266","San Bernardino","CN21492","Insurance Commissioner",NA,"Dem","Ricardo Lara",350
"17267","San Bernardino","CN21495","Insurance Commissioner",NA,"Dem","Ricardo Lara",58
"17268","San Bernardino","CN21496","Insurance Commissioner",NA,"Dem","Ricardo Lara",444
"17269","San Bernardino","CN21497","Insurance Commissioner",NA,"Dem","Ricardo Lara",374
"17270","San Bernardino","CN21498","Insurance Commissioner",NA,"Dem","Ricardo Lara",457
"17271","San Bernardino","CN21499","Insurance Commissioner",NA,"Dem","Ricardo Lara",398
"17272","San Bernardino","CN21500","Insurance Commissioner",NA,"Dem","Ricardo Lara",383
"17273","San Bernardino","CN31478","Insurance Commissioner",NA,"Dem","Ricardo Lara",231
"17274","San Bernardino","CN31479","Insurance Commissioner",NA,"Dem","Ricardo Lara",801
"17275","San Bernardino","CN31491","Insurance Commissioner",NA,"Dem","Ricardo Lara",384
"17276","San Bernardino","CN31493","Insurance Commissioner",NA,"Dem","Ricardo Lara",279
"17277","San Bernardino","CN31494","Insurance Commissioner",NA,"Dem","Ricardo Lara",518
"17278","San Bernardino","CN31501","Insurance Commissioner",NA,"Dem","Ricardo Lara",355
"17279","San Bernardino","CN41472","Insurance Commissioner",NA,"Dem","Ricardo Lara",386
"17280","San Bernardino","CN41473","Insurance Commissioner",NA,"Dem","Ricardo Lara",483
"17281","San Bernardino","CN41474","Insurance Commissioner",NA,"Dem","Ricardo Lara",347
"17282","San Bernardino","CN41476","Insurance Commissioner",NA,"Dem","Ricardo Lara",283
"17283","San Bernardino","CN41480","Insurance Commissioner",NA,"Dem","Ricardo Lara",1019
"17284","San Bernardino","CN41481","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17285","San Bernardino","CN41483","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17286","San Bernardino","CN41520","Insurance Commissioner",NA,"Dem","Ricardo Lara",7
"17287","San Bernardino","CN41534","Insurance Commissioner",NA,"Dem","Ricardo Lara",61
"17288","San Bernardino","CN41561","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17289","San Bernardino","CN41563","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17290","San Bernardino","CN41773","Insurance Commissioner",NA,"Dem","Ricardo Lara",54
"17291","San Bernardino","CN41795","Insurance Commissioner",NA,"Dem","Ricardo Lara",11
"17292","San Bernardino","CO10921","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17293","San Bernardino","CO10922","Insurance Commissioner",NA,"Dem","Ricardo Lara",217
"17294","San Bernardino","CO10923","Insurance Commissioner",NA,"Dem","Ricardo Lara",3
"17295","San Bernardino","CO10925","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17296","San Bernardino","CO10955","Insurance Commissioner",NA,"Dem","Ricardo Lara",228
"17297","San Bernardino","CO10956","Insurance Commissioner",NA,"Dem","Ricardo Lara",465
"17298","San Bernardino","CO10957","Insurance Commissioner",NA,"Dem","Ricardo Lara",340
"17299","San Bernardino","CO20927","Insurance Commissioner",NA,"Dem","Ricardo Lara",545
"17300","San Bernardino","CO20928","Insurance Commissioner",NA,"Dem","Ricardo Lara",366
"17301","San Bernardino","CO20929","Insurance Commissioner",NA,"Dem","Ricardo Lara",261
"17302","San Bernardino","CO20959","Insurance Commissioner",NA,"Dem","Ricardo Lara",10
"17303","San Bernardino","CO30930","Insurance Commissioner",NA,"Dem","Ricardo Lara",531
"17304","San Bernardino","CO30931","Insurance Commissioner",NA,"Dem","Ricardo Lara",520
"17305","San Bernardino","CO30999","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17306","San Bernardino","CO40932","Insurance Commissioner",NA,"Dem","Ricardo Lara",340
"17307","San Bernardino","CO40933","Insurance Commissioner",NA,"Dem","Ricardo Lara",349
"17308","San Bernardino","CO40934","Insurance Commissioner",NA,"Dem","Ricardo Lara",368
"17309","San Bernardino","CO50893","Insurance Commissioner",NA,"Dem","Ricardo Lara",505
"17310","San Bernardino","CO50894","Insurance Commissioner",NA,"Dem","Ricardo Lara",299
"17311","San Bernardino","CO50898","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17312","San Bernardino","CO50899","Insurance Commissioner",NA,"Dem","Ricardo Lara",2
"17313","San Bernardino","CO50900","Insurance Commissioner",NA,"Dem","Ricardo Lara",218
"17314","San Bernardino","CO50901","Insurance Commissioner",NA,"Dem","Ricardo Lara",165
"17315","San Bernardino","CO60904","Insurance Commissioner",NA,"Dem","Ricardo Lara",1
"17316","San Bernardino","CO60905","Insurance Commissioner",NA,"Dem","Ricardo Lara",154
"17317","San Bernardino","CO60936","Insurance Commissioner",NA,"Dem","Ricardo Lara",290
